aiding_availability,channel_switches,completed,coverage_fraction,detection_latency_s,dwell_s,elapsed_s,false_alarms,max_cross_track_m,mean_altitude_m,mode_transitions,p95_position_error_m,path_length_m,path_overhead,policy,rms_cross_track_m,rms_position_error_m,safety_violations,scenario,seed,surfaced,surfacing_commanded,swath_coverage,terminal_error_m,waypoints_captured,waypoints_surveyed,waypoints_total
0.9138202837624803,0,True,1.0,0.5000000000003055,4.0,190.29999999999347,2,0.19895424309170018,2.999409536288944,3,0.08899931401701382,94.81061875948359,-0.03254470653588171,proposed,0.06863044755139852,0.058026789201423463,0,E3_dvl_long,20001003,False,False,0.9998031787629813,0.11690140648429045,8,8,8
0.8838304552590267,0,True,1.0,0.5000000000003055,4.0,191.09999999999343,2,0.19938523697983968,2.9997552965044347,3,0.11638238439728386,94.9199860500967,-0.0314287137745235,proposed,0.07804299799067049,0.06704172142932732,0,E3_dvl_long,20001004,False,False,0.9999184321681449,0.15862679580028116,8,8,8
0.9663512092534174,0,True,1.0,0.5000000000003055,4.0,190.19999999999348,2,0.23038646485834136,2.9998209929113484,3,0.0681193900328109,94.67745027772763,-0.033903568594616074,proposed,0.07687552924996535,0.045922044953917045,0,E3_dvl_long,20001005,False,False,0.9999403309704494,0.01634577325275068,8,8,8
0.9408686551543695,0,True,1.0,0.5000000000003055,4.0,191.09999999999343,2,0.1973352287333836,2.999647711161153,3,0.10991804871094778,94.85783026378925,-0.03206295649194635,proposed,0.07333421717933625,0.0733704952856906,0,E3_dvl_long,20001006,False,False,0.999882570387051,0.09814651366262213,8,8,8
0.9695697796432319,0,True,1.0,0.5000000000003055,4.0,190.59999999999346,2,0.1926628357303528,3.0011852177736253,3,0.07229154675189986,94.8344094656929,-0.03230194422762345,proposed,0.06508738515037349,0.0565882181719701,0,E3_dvl_long,20001007,False,False,1.0003950725912085,0.06958132931590917,8,8,8
0.7891692954784437,0,True,1.0,0.5000000000003055,4.0,190.19999999999348,2,0.20020941622474275,3.001008227958025,3,0.1968607477159912,94.95834042394877,-0.031037342612767693,proposed,0.07289722531491073,0.09313167604344977,0,E3_dvl_long,20001008,False,False,1.0003360759860083,0.2602080828246632,8,8,8
0.9795490298898794,0,True,1.0,0.5000000000003055,4.0,190.69999999999345,2,0.20015312889474046,2.9988290334655203,3,0.07454625375208197,94.74089099416234,-0.03325621434528225,proposed,0.06499422667157101,0.05447384331807674,0,E3_dvl_long,20001009,False,False,0.9996096778218401,0.026240361948442554,8,8,8
0.15572916666666667,0,True,1.0,,4.0,191.99999999999338,3,0.38415021399410243,3.001017383576657,3,0.43571678806236336,95.34220001502125,-0.027120408009987274,proposed,0.07594913263428503,0.27213303814930606,0,E4_optical_graded,20001000,False,False,1.0003391278588858,0.4369960615535848,8,8,8
0.17502612330198536,0,True,1.0,,4.0,191.3999999999934,3,0.3697588976767907,3.002015739771529,3,0.3204816633063438,95.04533740973721,-0.030149618267987566,proposed,0.05527870354655282,0.19969647524857848,0,E4_optical_graded,20001001,False,False,1.0006719132571764,0.3175834119126917,8,8,8
0.19045120671563484,0,True,1.0,,4.0,190.59999999999346,5,0.23458867346400591,3.0000706182722148,5,0.1287853863944522,94.8907024500079,-0.03172752602032758,proposed,0.06824787043614156,0.09240653764802705,0,E4_optical_graded,20001002,False,False,1.0000235394240715,0.10240726491247924,8,8,8
0.17588204318062137,0,True,1.0,,4.0,189.8999999999935,3,0.3079728678218565,3.0007382189337712,3,0.1894707360480994,94.37527999816437,-0.03698693879424109,proposed,0.11900696173389853,0.12134109974049584,0,E4_optical_graded,20001003,False,False,1.0002460729779237,0.15162957371693817,8,8,8
0.1726315789473684,0,True,1.0,,4.0,189.9999999999935,5,0.3647340399101626,2.9972439938454842,5,0.22406796182666466,94.42761187512436,-0.036452940049751525,proposed,0.12774401390081078,0.1505704557667627,0,E4_optical_graded,20001004,False,False,0.9990813312818281,0.19182398904116763,8,8,8
0.18268215417106654,0,True,1.0,,4.0,189.39999999999353,5,0.2948641071441629,3.001126203042497,5,0.16744851738410937,94.33247607441204,-0.03742371352640772,proposed,0.12391789119932872,0.10107086448609064,0,E4_optical_graded,20001005,False,False,1.0003754010141657,0.097604597980595,8,8,8
0.17972831765935215,0,True,1.0,,4.0,191.3999999999934,3,0.25824136875549186,2.999787316171386,3,0.2471707175412115,95.26464517973731,-0.027911783880231522,proposed,0.050388239510480486,0.15950468353347236,0,E4_optical_graded,20001006,False,False,0.999929105390462,0.2460265279642838,8,8,8
0.1833946400420389,0,True,1.0,,4.0,190.29999999999347,5,0.277133223235666,2.999768640421772,5,0.17043352629618158,94.8694605367017,-0.031944280237737765,proposed,0.08239715941199388,0.09565982838647127,0,E4_optical_graded,20001007,False,False,0.9999228801405907,0.11245863147322296,8,8,8
0.142781875658588,0,True,1.0,,4.0,189.7999999999935,5,0.4185059452659132,3.002474451201882,5,0.290253178579334,94.39597220242275,-0.03677579385282903,proposed,0.17780738954727662,0.201017687047984,0,E4_optical_graded,20001008,False,False,1.000824817067294,0.2622437302743595,8,8,8
0.1888772298006296,0,True,1.0,,4.0,190.59999999999346,3,0.2478467719138724,2.9975603364978114,3,0.1278392475242056,94.72053350823481,-0.033463943793522355,proposed,0.07634569065854864,0.08635788424776489,0,E4_optical_graded,20001009,False,False,0.9991867788326038,0.08339512439406313,8,8,8
0.12963930998431783,0,True,1.0,0.5000000000003055,4.0,191.29999999999342,3,0.3898466753125067,2.9992806609687364,5,0.4294142285713468,95.20219792286873,-0.02854900078705369,proposed,0.06977846862331696,0.2689247872661451,0,E5_optical_loss,20001000,False,False,0.9997602203229121,0.4338682247097277,8,8,8
0.3453689167974882,0,True,1.0,0.5000000000003055,4.0,191.09999999999343,3,0.35054618714313923,2.998050540978803,5,0.21631910769850443,94.90133778151375,-0.031619002229451576,proposed,0.11583286130677928,0.13891050268594,0,E5_optical_loss,20001001,False,False,0.9993501803262678,0.15414477114614603,8,8,8
