acoustic_infrastructure_cost,aiding_availability,channel_switches,completed,coverage_fraction,detection_latency_s,elapsed_s,false_alarms,max_cross_track_m,mean_altitude_m,mode_transitions,p95_position_error_m,path_length_m,path_overhead,policy,rms_cross_track_m,rms_position_error_m,safety_violations,scenario,seed,surfaced,surfacing_commanded,swath_coverage,terminal_error_m,waypoints_captured,waypoints_surveyed,waypoints_total
0.14994783515910273,0.7767344809598331,1,True,1.0,,191.6999999999934,0,0.2739209907530804,3.0003899594051693,0,0.2858207178498465,95.26919408495976,-0.027865366480002374,camera_coaxial+terrain_relative@3.0m/0.50mps/weight/continue,0.08425468918874829,0.1937484698575937,0,E10_current_steady,20801000,False,False,1.0001299864683897,0.2573237358432029,8,8,8
0.44989506820566644,0.17812172088142708,1,True,1.0,,381.2000000000182,0,0.6615805858995807,1.0211102251001545,0,0.5872003077508231,95.90265842479792,-0.02140144464491922,camera_coaxial+usbl@1.0m/0.25mps/gate/continue,0.2430850060627822,0.3834860626305654,0,E10_current_steady,20801000,False,False,0.34037007503338484,0.6615136105738408,8,8,8
0.44989448694275935,0.9865470852017937,1,True,1.0,,379.1000000000177,0,0.2574926172812386,1.0214468558192535,0,0.04302486305810753,95.3175900866548,-0.027371529728012156,camera_coaxial+usbl@1.0m/0.25mps/weight/continue,0.0677707220267259,0.03485025112001292,0,E10_current_steady,20801000,False,False,0.3404822852730845,0.02499302440358198,8,8,8
0.44979188345473475,0.06607700312174818,1,True,1.0,,192.19999999999337,0,0.3384573398570705,1.0397071951880006,0,0.5098684746139495,96.12075909595677,-0.01917592759227782,camera_coaxial+usbl@1.0m/0.50mps/gate/continue,0.18004105255995875,0.3306224392208941,0,E10_current_steady,20801000,False,False,0.3465690650626669,0.42946001900853376,8,8,8
0.4497909043387351,0.9874542603240982,1,True,1.0,,191.29999999999342,0,0.2078044533617529,1.0403918657791464,0,0.23061372392573307,95.53867848830457,-0.02511552562954522,camera_coaxial+usbl@1.0m/0.50mps/weight/continue,0.09529997245319917,0.13427024118136632,0,E10_current_steady,20801000,False,False,0.3467972885930488,0.17004341114678884,8,8,8
0.44989459815546784,0.3235836627140975,1,True,1.0,,379.5000000000178,0,0.5822991428844344,2.006793718396927,0,0.44465063065913574,95.20447262347069,-0.028525789556421488,camera_coaxial+usbl@2.0m/0.25mps/gate/continue,0.2082086965184193,0.23444473336490282,0,E10_current_steady,20801000,False,False,0.6689312394656423,0.3387840468607208,8,8,8
0.44989417989418007,0.93994708994709,1,True,1.0,,378.00000000001745,0,0.2615703169302197,2.006598221553214,0,0.0779461299601799,94.76382611588029,-0.033022182491017404,camera_coaxial+usbl@2.0m/0.25mps/weight/continue,0.0720194851430403,0.06382176202420572,0,E10_current_steady,20801000,False,False,0.6688660738510713,0.06117362087417514,8,8,8
0.4497923156801663,0.0908618899273105,1,True,1.0,,192.59999999999334,0,0.36741722583927405,2.0126873453707104,0,0.5197119897136061,95.88668390342406,-0.021564449965060684,camera_coaxial+usbl@2.0m/0.50mps/gate/continue,0.16692538654297778,0.33364845352369665,0,E10_current_steady,20801000,False,False,0.6708957817902368,0.4478676238440901,8,8,8
0.44979112271540483,0.9383812010443864,1,True,1.0,,191.4999999999934,0,0.19216833676516876,2.012458754506884,0,0.22141413817579914,95.30173628357409,-0.027533303228835848,camera_coaxial+usbl@2.0m/0.50mps/weight/continue,0.07844816551220227,0.1421441570455973,0,E10_current_steady,20801000,False,False,0.6708195848356281,0.17911465610018404,8,8,8
0.44989448694275935,0.726457399103139,1,True,1.0,,379.1000000000177,0,0.2834940492063174,2.99956452946555,0,0.21096677553378507,94.80969722779298,-0.0325541099204798,camera_coaxial+usbl@3.0m/0.25mps/gate/continue,0.09069951662412465,0.14778331806153058,0,E10_current_steady,20801000,False,False,0.9998548431551834,0.21645408745520733,8,8,8
